date,aqi,pm2_5,pm10,so2,no2,co,o3,rank,quality,fengxiang,fengli,bWendu,yWendu,tianqi
2018-09-18,63,20,55,3,50,0.5,56,287.0,良,西南风,1-2级,25℃,17℃,阴~多云
2018-09-19,74,28,63,3,59,0.7,42,227.0,良,南风,1-2级,26℃,17℃,多云
2018-09-20,64,45,70,3,50,0.7,116,280.0,良,西南风,1-2级,27℃,16℃,多云
2018-09-21,45,15,45,2,29,0.3,62,318.0,优,西北风,3-4级,25℃,14℃,晴
2018-09-22,34,6,25,2,18,0.2,68,70.0,优,西北风,3-4级,24℃,13℃,晴
2018-09-23,30,5,25,2,22,0.3,59,91.0,优,西北风,4-5级,23℃,12℃,晴
2018-09-24,36,8,25,3,28,0.3,72,65.0,优,北风,1-2级,23℃,11℃,晴
2018-09-25,48,22,48,4,36,0.6,90,59.0,优,南风,1-2级,24℃,12℃,晴~多云
2018-09-26,54,34,57,3,40,0.6,93,244.0,良,南风,1-2级,24℃,14℃,多云
2018-09-27,89,66,80,5,59,0.9,68,261.0,良,南风,1-2级,22℃,12℃,小雨
2018-09-28,75,55,42,3,35,0.8,83,325.0,良,西南风,3-4级,24℃,11℃,多云
2018-09-29,32,6,13,3,24,0.3,64,14.0,优,北风,3-4级,22℃,11℃,晴
2018-09-30,30,5,18,3,21,0.3,59,16.0,优,西北风,4-5级,19℃,13℃,多云
2018-10-01,40,8,21,3,19,0.3,80,12.0,优,北风,4-5级,24℃,12℃,晴
2018-10-02,44,11,29,3,35,0.4,81,29.0,优,西北风,1-2级,24℃,11℃,晴
2018-10-03,53,13,34,3,42,0.5,82,83.0,良,北风,1-2级,25℃,10℃,晴
2018-10-04,74,46,74,8,56,1.0,128,147.0,良,南风,1-2级,25℃,12℃,晴
2018-10-05,109,82,87,7,56,1.2,123,295.0,轻度污染,南风,1-2级,24℃,14℃,多云
2018-10-06,33,8,21,3,18,0.3,66,299.0,优,北风,4-5级,20℃,8℃,晴
2018-10-07,49,10,36,2,39,0.4,67,47.0,优,西风,1-2级,21℃,7℃,晴
2018-10-08,42,9,34,2,33,0.4,73,140.0,优,北风,1-2级,21℃,8℃,多云
2018-10-09,26,4,19,3,15,0.2,51,82.0,优,西北风,4-5级,15℃,4℃,多云~晴
2018-10-10,33,7,22,3,26,0.3,52,13.0,优,西北风,1-2级,17℃,4℃,多云~晴
2018-10-11,47,12,31,2,37,0.3,59,40.0,优,北风,1-2级,18℃,5℃,晴~多云
2018-10-12,73,40,73,4,58,0.6,72,163.0,良,南风,1-2级,20℃,8℃,多云~晴
2018-10-13,113,85,104,6,75,1.0,90,292.0,轻度污染,西北风,1-2级,20℃,8℃,多云
2018-10-14,189,142,143,6,77,1.2,114,324.0,中度污染,南风,1-2级,21℃,10℃,多云
2018-10-15,203,153,126,5,69,1.4,55,333.0,重度污染,北风,1-2级,17℃,11℃,小雨
2018-10-16,83,61,38,3,37,0.9,74,330.0,良,东北风,1-2级,17℃,7℃,多云~晴
2018-10-17,53,32,51,2,42,0.6,63,269.0,良,北风,1-2级,17℃,5℃,晴
2018-10-18,67,31,50,3,53,0.6,64,165.0,良,南风,1-2级,18℃,5℃,晴
2018-10-19,73,43,56,3,58,0.7,79,279.0,良,南风,1-2级,19℃,7℃,多云
2018-10-20,88,65,75,5,68,0.8,81,290.0,良,南风,1-2级,18℃,7℃,多云
2018-10-21,152,116,111,7,85,1.4,56,308.0,中度污染,南风,1-2级,18℃,7℃,多云
2018-10-22,158,120,116,5,58,1.2,72,331.0,中度污染,西北风,1-2级,19℃,5℃,多云~晴
2018-10-23,45,15,43,2,36,0.4,58,11.0,优,西南风,3-4级,19℃,4℃,晴
2018-10-24,85,45,95,4,68,0.9,37,199.0,良,南风,1-2级,20℃,6℃,晴~多云
2018-10-25,112,84,123,9,74,1.5,29,271.0,轻度污染,西风,1-2级,15℃,8℃,多云
2018-10-26,45,5,45,3,11,0.2,56,176.0,优,西北风,4-5级,14℃,3℃,晴
2018-10-27,33,10,32,3,26,0.3,57,6.0,优,西南风,1-2级,17℃,5℃,多云
2018-10-28,36,4,29,2,11,0.2,72,56.0,优,西北风,4-5级,17℃,4℃,多云~晴
2018-10-29,31,5,20,2,21,0.3,62,37.0,优,北风,3-4级,15℃,3℃,晴
2018-10-30,49,11,33,3,39,0.4,65,90.0,优,北风,1-2级,16℃,1℃,晴
2018-10-31,62,23,51,4,49,0.8,45,157.0,良,西南风,1-2级,17℃,3℃,晴
2018-11-01,80,51,77,6,64,0.9,58,272.0,良,南风,1-2级,17℃,3℃,晴
2018-11-02,152,116,126,8,96,1.5,31,362.0,中度污染,南风,1-2级,18℃,4℃,晴
2018-11-03,211,161,148,8,89,1.7,81,364.0,重度污染,南风,1-2级,16℃,6℃,多云
2018-11-04,102,76,69,3,48,0.8,23,338.0,轻度污染,北风,3-4级,10℃,2℃,小雨~多云
2018-11-05,47,20,27,2,37,0.5,30,139.0,优,西南风,1-2级,10℃,2℃,多云
2018-11-06,50,14,31,3,40,0.5,40,234.0,优,北风,1-2级,12℃,0℃,多云
2018-11-07,65,28,55,4,52,0.7,16,302.0,良,西南风,1-2级,13℃,3℃,多云
2018-11-08,94,70,101,6,73,1.2,14,344.0,良,西南风,1-2级,14℃,2℃,多云
2018-11-09,54,31,58,3,41,0.6,61,154.0,良,北风,3-4级,15℃,1℃,晴~多云
2018-11-10,50,13,38,3,40,0.4,37,92.0,优,北风,1-2级,11℃,0℃,多云
2018-11-11,72,46,80,5,57,0.7,49,246.0,良,西南风,1-2级,13℃,1℃,多云~晴
2018-11-12,132,100,119,7,75,1.2,33,333.0,轻度污染,南风,1-2级,14℃,2℃,晴
2018-11-13,230,180,159,6,78,1.7,33,366.0,重度污染,东南风,1-2级,13℃,5℃,多云
2018-11-14,270,220,164,4,75,2.2,37,367.0,重度污染,南风,1-2级,13℃,5℃,多云
2018-11-15,84,62,57,3,32,0.8,52,281.0,良,北风,3-4级,8℃,1℃,小雨~多云
2018-11-16,39,14,28,3,31,0.4,52,144.0,优,北风,1-2级,8℃,-1℃,晴~多云
2018-11-17,78,44,76,7,62,0.8,24,336.0,良,西南风,1-2级,9℃,-2℃,多云~晴
2018-11-18,64,30,77,5,42,0.7,63,250.0,良,西北风,3-4级,11℃,-3℃,晴
2018-11-19,83,47,92,10,66,1.1,17,286.0,良,南风,1-2级,10℃,-2℃,晴~多云
2018-11-20,69,40,87,6,54,0.8,50,231.0,良,北风,1-2级,9℃,-1℃,多云
2018-11-21,49,21,49,4,35,0.5,55,155.0,优,西北风,2级,9℃,-3℃,晴
2018-11-22,68,28,64,6,54,0.7,37,202.0,良,东南风,1级,8℃,-3℃,晴~多云
2018-11-23,93,69,98,13,66,1.4,13,279.0,良,东北风,2级,7℃,0℃,多云
2018-11-24,123,93,106,9,63,1.2,46,291.0,轻度污染,西南风,1级,9℃,-3℃,晴
2018-11-25,119,90,112,8,73,1.4,24,245.0,轻度污染,东南风,1级,10℃,-3℃,晴
2018-11-26,266,216,231,11,105,2.4,15,324.0,重度污染,东南风,1级,10℃,0℃,多云
2018-11-27,163,50,275,3,31,0.5,61,266.0,中度污染,西北风,2级,9℃,-3℃,晴~多云
2018-11-28,116,56,181,15,68,1.3,12,225.0,轻度污染,东北风,1级,8℃,-3℃,晴
2018-11-29,101,58,152,14,65,1.6,17,223.0,轻度污染,东南风,1级,7℃,-4℃,晴
2018-11-30,123,93,184,12,83,1.9,16,240.0,轻度污染,东南风,1级,8℃,-3℃,晴
2018-12-01,175,132,199,10,82,2.0,30,292.0,中度污染,东南风,1级,7℃,0℃,多云
2018-12-02,232,182,227,7,85,2.6,5,324.0,重度污染,东北风,1级,9℃,2℃,雾~多云
2018-12-03,0,0,0,3,21,0.5,57,295.0,无,东北风,3级,8℃,-3℃,多云~晴
2018-12-04,61,14,71,3,25,0.4,58,188.0,良,西北风,2级,4℃,-6℃,晴~多云
2018-12-05,77,39,103,10,59,1.1,8,260.0,良,东南风,1级,1℃,-4℃,阴~多云
2018-12-06,37,9,37,3,15,0.4,54,84.0,优,西北风,3级,-2℃,-9℃,晴
2018-12-07,38,6,38,3,12,0.3,56,147.0,优,西北风,3级,-4℃,-10℃,晴
2018-12-08,36,11,36,3,22,0.3,60,129.0,优,西北风,2级,-2℃,-10℃,晴~多云
2018-12-09,73,41,71,9,58,0.9,26,278.0,良,东南风,1级,-1℃,-10℃,多云~晴
2018-12-10,83,58,89,12,66,1.1,18,264.0,良,东北风,1级,1℃,-6℃,多云
2018-12-11,52,21,54,6,32,0.6,52,135.0,良,西北风,3级,-1℃,-10℃,晴
2018-12-12,73,31,64,7,58,0.8,31,173.0,良,西南风,1级,1℃,-8℃,晴
2018-12-13,49,13,40,5,39,0.5,58,60.0,优,西北风,2级,3℃,-7℃,晴
2018-12-14,83,48,76,11,66,1.0,23,185.0,良,东南风,1级,4℃,-6℃,晴
2018-12-15,120,91,116,14,85,1.5,12,289.0,轻度污染,东南风,1级,2℃,-6℃,霾
2018-12-16,88,65,107,8,59,1.2,54,186.0,良,西北风,2级,7℃,-4℃,晴
2018-12-17,57,25,53,6,45,0.6,53,79.0,良,西北风,2级,7℃,-5℃,晴
2018-12-18,67,27,58,6,53,0.8,53,107.0,良,西北风,2级,9℃,-4℃,晴
2018-12-19,78,34,72,8,62,1.0,25,141.0,良,西北风,1级,9℃,-5℃,晴~多云
2018-12-20,93,51,93,11,74,1.2,10,99.0,良,东南风,1级,6℃,-4℃,霾
2018-12-21,94,70,117,12,70,1.3,43,235.0,良,西北风,1级,10℃,-2℃,晴~多云
2018-12-22,66,34,82,7,41,0.8,53,241.0,良,西北风,2级,8℃,-6℃,多云
2018-12-23,52,13,53,3,22,0.4,58,209.0,良,西北风,3级,1℃,-9℃,晴
2018-12-24,78,51,93,10,62,1.0,19,179.0,良,西南风,1级,2℃,-8℃,晴
2018-12-25,58,27,66,7,35,0.7,55,238.0,良,东北风,2级,2℃,-9℃,晴
2018-12-26,33,9,26,4,26,0.4,50,36.0,优,东北风,2级,-2℃,-11℃,晴~多云
2018-12-27,51,7,52,4,10,0.3,54,197.0,良,西北风,3级,-5℃,-12℃,多云~晴
2018-12-28,39,9,39,4,19,0.4,50,121.0,优,西北风,3级,-3℃,-11℃,晴
2018-12-29,33,10,28,5,26,0.4,52,52.0,优,西北风,2级,-3℃,-12℃,晴
2018-12-30,47,15,32,4,37,0.5,42,98.0,优,东北风,1级,-2℃,-11℃,晴~多云
2018-12-31,70,38,59,10,56,0.9,20,234.0,良,东北风,1级,-2℃,-10℃,多云
2019-01-01,45,28,45,8,34,0.7,47,92.0,优,西北风,1级,1℃,-10℃,晴~多云
2019-01-02,78,57,75,12,56,1.0,28,172.0,良,东北风,1级,1℃,-9℃,多云
2019-01-03,162,123,136,21,82,1.9,12,287.0,中度污染,东北风,1级,2℃,-7℃,霾
2019-01-04,40,18,40,5,26,0.5,61,59.0,优,西北风,2级,2℃,-7℃,晴
2019-01-05,47,17,34,7,37,0.5,49,75.0,优,东北风,2级,0℃,-8℃,多云
2019-01-06,88,64,95,12,70,1.4,13,199.0,良,东南风,1级,3℃,-7℃,多云
2019-01-07,55,34,54,9,44,0.9,52,101.0,良,西北风,2级,2℃,-7℃,多云
2019-01-08,35,10,29,4,28,0.5,62,45.0,优,西北风,2级,1℃,-10℃,晴
2019-01-09,74,41,66,12,59,0.9,26,249.0,良,西南风,1级,3℃,-9℃,晴
2019-01-10,100,75,113,14,79,1.5,17,260.0,良,西南风,1级,4℃,-7℃,晴~多云
2019-01-11,135,103,130,15,80,1.7,21,264.0,轻度污染,东北风,1级,5℃,-7℃,霾
2019-01-12,267,217,212,14,101,2.7,14,342.0,重度污染,西南风,1级,6℃,-5℃,霾
2019-01-13,169,128,183,6,64,1.7,58,275.0,中度污染,东北风,1级,6℃,-7℃,晴
2019-01-14,137,104,143,8,72,1.7,46,231.0,轻度污染,西北风,2级,6℃,-8℃,霾~晴
2019-01-15,54,9,57,4,18,0.3,61,113.0,良,西北风,3级,-2℃,-10℃,晴
2019-01-16,73,38,74,10,58,0.9,37,234.0,良,西南风,1级,2℃,-8℃,晴
2019-01-17,78,45,77,13,62,1.2,34,171.0,良,西北风,1级,5℃,-9℃,晴
2019-01-18,94,64,105,15,75,1.4,18,202.0,良,东北风,1级,6℃,-6℃,霾~多云
2019-01-19,33,11,33,5,24,0.5,59,14.0,优,东北风,2级,3℃,-6℃,多云
2019-01-20,33,9,29,3,19,0.3,66,16.0,优,西北风,2级,5℃,-7℃,晴
2019-01-21,57,24,63,6,44,0.6,62,93.0,良,西北风,2级,8℃,-4℃,晴
2019-01-22,64,28,70,7,51,0.9,54,85.0,良,西北风,2级,10℃,-3℃,晴
2019-01-23,60,23,53,6,48,0.7,56,81.0,良,东北风,2级,8℃,-6℃,晴
2019-01-24,79,58,75,12,53,1.2,41,131.0,良,东北风,1级,5℃,-5℃,多云
2019-01-25,32,10,32,4,21,0.5,61,8.0,优,东北风,2级,5℃,-6℃,晴
2019-01-26,44,25,40,5,35,0.6,50,36.0,优,东南风,1级,5℃,-5℃,晴~多云
2019-01-27,76,49,102,9,45,1.0,67,178.0,良,西北风,2级,7℃,-4℃,多云~晴
2019-01-28,56,35,61,6,33,0.6,59,81.0,良,西北风,1级,6℃,-4℃,晴~多云
2019-01-29,139,106,140,17,76,1.5,24,289.0,轻度污染,东南风,1级,7℃,-4℃,多云
2019-01-30,63,28,75,5,22,0.6,61,129.0,良,东北风,3级,5℃,-7℃,多云
2019-01-31,30,13,27,5,20,0.5,59,9.0,优,西北风,2级,2℃,-8℃,多云
2019-02-01,68,42,85,7,49,0.9,54,157.0,良,西南风,1级,6℃,-5℃,晴~多云
2019-02-02,142,108,137,8,55,1.4,29,329.0,轻度污染,东北风,1级,3℃,-4℃,多云
2019-02-03,104,40,157,3,14,0.4,77,250.0,轻度污染,西北风,2级,8℃,-7℃,多云~晴
2019-02-04,78,46,106,6,27,0.8,58,170.0,良,东北风,1级,4℃,-6℃,多云~晴
2019-02-05,139,97,227,10,26,0.9,49,171.0,轻度污染,东南风,2级,5℃,-5℃,晴~霾
2019-02-06,78,53,105,14,22,1.1,57,185.0,良,东南风,2级,2℃,-7℃,霾
2019-02-07,35,8,29,3,11,0.4,69,38.0,优,东北风,3级,-2℃,-7℃,多云
2019-02-08,46,25,46,6,18,0.5,64,87.0,优,西南风,2级,-1℃,-7℃,多云
2019-02-09,32,9,21,4,13,0.3,63,91.0,优,东北风,2级,0℃,-8℃,多云
2019-02-10,39,27,39,6,24,0.5,52,123.0,优,东南风,1级,0℃,-8℃,多云
2019-02-11,51,35,51,8,30,0.7,67,138.0,良,东北风,2级,3℃,-6℃,多云
2019-02-12,52,30,54,7,25,0.8,52,16.0,良,东北风,2级,-3℃,-8℃,小雪~多云
2019-02-13,38,23,38,3,23,0.6,69,64.0,优,东北风,2级,1℃,-6℃,多云
2019-02-14,72,52,60,5,32,0.9,47,241.0,良,东南风,2级,-3℃,-6℃,小雪~多云
2019-02-15,35,8,21,3,10,0.3,70,59.0,优,西北风,3级,2℃,-7℃,晴
2019-02-16,38,8,19,3,13,0.3,75,64.0,优,西北风,2级,3℃,-6℃,晴
2019-02-17,36,14,25,4,25,0.4,71,64.0,优,西北风,2级,6℃,-5℃,晴~多云
2019-02-18,59,31,42,7,47,0.7,45,203.0,良,东南风,1级,4℃,-3℃,阴
2019-02-19,118,89,89,5,37,1.0,67,270.0,轻度污染,西北风,2级,7℃,-4℃,多云~晴
2019-02-20,64,46,39,5,32,0.6,74,136.0,良,西北风,1级,9℃,-4℃,晴
2019-02-21,129,98,63,5,53,1.2,81,269.0,轻度污染,东南风,1级,11℃,-2℃,晴~多云
2019-02-22,132,100,85,6,61,1.3,60,286.0,轻度污染,东北风,1级,11℃,-2℃,霾
2019-02-23,180,136,74,9,66,1.6,93,320.0,中度污染,西南风,1级,12℃,-2℃,霾
2019-02-24,104,78,41,6,49,1.0,77,236.0,轻度污染,东北风,2级,13℃,-1℃,晴~多云
2019-02-25,70,51,75,9,49,1.0,67,223.0,良,东南风,1级,10℃,-2℃,多云
2019-02-26,73,52,79,10,58,0.9,58,183.0,良,东南风,2级,10℃,-2℃,多云
2019-02-27,120,91,106,8,60,1.1,76,285.0,轻度污染,东南风,1级,12℃,-2℃,晴
2019-02-28,109,82,102,7,55,1.0,87,271.0,轻度污染,西北风,1级,14℃,-1℃,晴
2019-03-01,158,120,126,8,62,1.2,103,317.0,中度污染,东北风,1级,15℃,1℃,晴~多云
2019-03-02,233,183,155,9,65,1.4,131,359.0,重度污染,西南风,2级,15℃,3℃,霾
2019-03-03,213,163,160,10,62,1.4,104,353.0,重度污染,西南风,1级,15℃,2℃,霾
2019-03-04,143,109,107,6,54,1.1,91,313.0,轻度污染,东北风,1级,16℃,2℃,多云
2019-03-05,114,86,66,5,42,0.9,87,264.0,轻度污染,西北风,3级,17℃,4℃,多云~晴
2019-03-06,42,8,22,2,16,0.3,84,80.0,优,西北风,3级,11℃,-2℃,晴
2019-03-07,48,20,44,4,38,0.5,80,107.0,优,西南风,2级,13℃,-1℃,晴
2019-03-08,79,58,103,9,59,0.8,88,276.0,良,西南风,2级,13℃,3℃,多云
2019-03-09,113,85,121,9,61,0.8,65,349.0,轻度污染,东北风,2级,12℃,2℃,阴~多云
2019-03-10,145,111,133,5,55,1.0,70,356.0,轻度污染,东北风,2级,13℃,2℃,小雨~多云
2019-03-11,41,22,36,3,24,0.5,82,11.0,优,西北风,3级,16℃,1℃,晴
2019-03-12,39,4,26,2,11,0.3,77,7.0,优,西北风,3级,12℃,1℃,晴
2019-03-13,39,8,29,2,23,0.3,78,9.0,优,西北风,2级,16℃,2℃,多云
2019-03-14,43,7,43,3,23,0.3,79,1.0,优,西北风,3级,15℃,4℃,多云
2019-03-15,48,11,48,3,17,0.3,79,284.0,优,西北风,3级,13℃,0℃,多云
2019-03-16,56,23,61,4,38,0.5,76,196.0,良,西北风,2级,19℃,2℃,晴
2019-03-17,74,49,98,7,51,0.7,104,34.0,良,西南风,2级,20℃,4℃,晴
2019-03-18,134,102,144,10,74,0.9,112,255.0,轻度污染,东南风,1级,21℃,6℃,多云~晴
2019-03-19,163,124,168,9,74,1.0,130,330.0,中度污染,西南风,2级,25℃,11℃,多云
2019-03-20,85,63,101,5,39,0.7,83,292.0,良,西南风,2级,17℃,6℃,小雨
2019-03-21,40,5,25,2,11,0.3,79,97.0,优,西北风,4级,13℃,0℃,晴
2019-03-22,41,7,32,2,18,0.2,82,22.0,优,西北风,3级,15℃,3℃,晴
2019-03-23,41,11,33,3,14,0.3,81,194.0,优,西北风,3级,12℃,2℃,晴
2019-03-24,69,36,87,6,44,0.4,79,188.0,良,西南风,2级,19℃,4℃,晴
2019-03-25,56,21,61,3,39,0.5,94,208.0,良,西北风,2级,22℃,5℃,晴
2019-03-26,85,47,120,9,44,0.8,85,39.0,良,东北风,2级,19℃,4℃,晴
2019-03-27,91,63,132,7,52,0.9,79,306.0,良,东北风,2级,21℃,4℃,多云
2019-03-28,58,24,65,7,28,0.5,61,177.0,良,东南风,3级,11℃,2℃,多云
2019-03-29,71,22,92,4,30,0.4,76,128.0,良,西北风,3级,13℃,4℃,多云~晴
2019-03-30,40,5,26,3,9,0.2,79,10.0,优,西北风,4级,13℃,1℃,晴
2019-03-31,42,8,30,2,25,0.3,83,31.0,优,西北风,2级,16℃,2℃,多云~晴
2019-04-01,45,13,40,2,30,0.4,89,63.0,优,东南风,2级,16℃,4℃,晴
2019-04-02,58,30,66,6,40,0.6,88,228.0,良,东南风,2级,19℃,3℃,晴
2019-04-03,78,57,86,8,50,0.6,128,254.0,良,西南风,2级,21℃,6℃,晴
2019-04-04,90,67,124,7,54,0.6,126,278.0,良,西北风,3级,28℃,9℃,多云
2019-04-05,171,40,292,3,25,0.3,84,63.0,中度污染,东南风,3级,21℃,8℃,晴~多云
2019-04-06,131,39,212,6,36,0.5,89,319.0,轻度污染,东北风,2级,20℃,6℃,多云
2019-04-07,75,40,99,8,40,0.6,94,222.0,良,东南风,2级,19℃,7℃,多云
2019-04-08,61,29,71,12,35,0.9,83,168.0,良,东南风,2级,17℃,4℃,多云~小雨
2019-04-09,39,24,39,3,22,0.5,70,44.0,优,东北风,2级,9℃,2℃,小雨~多云
2019-04-10,48,26,39,3,28,0.4,95,120.0,优,西北风,2级,18℃,9℃,多云
2019-04-11,65,47,68,2,37,0.4,105,186.0,良,西南风,2级,19℃,6℃,多云
2019-04-12,85,63,86,4,41,0.6,114,154.0,良,西南风,3级,22℃,9℃,多云
2019-04-13,109,82,87,4,38,0.6,92,303.0,轻度污染,东北风,2级,23℃,7℃,多云
2019-04-14,57,17,63,3,24,0.3,101,205.0,良,西南风,3级,23℃,8℃,晴
2019-04-15,74,43,97,6,42,0.5,114,240.0,良,西南风,2级,26℃,11℃,多云
2019-04-16,101,72,109,7,37,0.6,161,291.0,轻度污染,东南风,2级,26℃,12℃,晴
2019-04-17,138,105,137,9,54,1.0,189,321.0,轻度污染,西南风,3级,28℃,16℃,霾~多云
2019-04-18,107,38,163,3,20,0.4,91,317.0,轻度污染,东北风,3级,24℃,10℃,多云
2019-04-19,61,20,72,3,27,0.4,86,141.0,良,东南风,2级,17℃,10℃,多云~小雨
2019-04-20,57,40,61,2,43,0.5,39,138.0,良,东南风,1级,15℃,8℃,小雨~多云
2019-04-21,112,59,174,5,41,0.8,105,343.0,轻度污染,东南风,2级,22℃,8℃,晴
2019-04-22,126,94,133,5,42,0.9,188,302.0,轻度污染,西南风,2级,26℃,15℃,晴~多云
2019-04-23,124,94,69,2,30,0.7,104,312.0,轻度污染,东南风,2级,28℃,15℃,多云
2019-04-24,60,43,44,2,26,0.6,57,303.0,良,东北风,3级,19℃,9℃,小雨
2019-04-25,49,9,21,3,16,0.2,97,14.0,优,东北风,2级,18℃,8℃,多云
2019-04-26,60,19,27,3,18,0.3,111,178.0,良,西南风,2级,21℃,10℃,晴~多云
2019-04-27,54,38,38,3,27,0.4,79,162.0,良,西南风,3级,16℃,6℃,小雨~多云
2019-04-28,65,47,37,3,23,0.5,88,107.0,良,西南风,2级,19℃,9℃,多云
2019-04-29,139,106,85,3,38,0.9,126,291.0,轻度污染,西南风,2级,23℃,13℃,多云
2019-04-30,74,35,98,2,23,0.4,96,320.0,良,西北风,3级,24℃,13℃,多云
2019-05-01,60,13,38,3,28,0.3,111,57.0,良,西北风,2级,27℃,10℃,晴
2019-05-02,85,23,57,3,37,0.3,141,122.0,良,西南风,2级,29℃,14℃,晴~多云
2019-05-03,108,53,93,7,44,0.6,168,151.0,轻度污染,西南风,2级,28℃,16℃,多云
2019-05-04,126,49,84,7,29,0.5,188,234.0,轻度污染,西南风,2级,26℃,15℃,阴~小雨
2019-05-05,52,22,54,2,15,0.2,96,63.0,良,东北风,4级,23℃,10℃,多云~晴
2019-05-06,56,19,38,2,27,0.3,107,112.0,良,西北风,2级,25℃,10℃,晴
2019-05-07,65,23,52,3,32,0.3,118,242.0,良,西南风,2级,28℃,14℃,晴~多云
2019-05-08,69,47,87,5,47,0.5,103,260.0,良,西南风,2级,25℃,13℃,多云~晴
2019-05-09,81,37,68,3,39,0.5,137,303.0,良,西北风,2级,30℃,14℃,晴
2019-05-10,124,51,99,6,48,0.6,186,225.0,轻度污染,东南风,2级,30℃,14℃,多云
2019-05-11,138,71,97,6,41,0.8,201,270.0,轻度污染,东南风,2级,29℃,14℃,多云
2019-05-12,117,88,174,5,27,0.8,94,138.0,轻度污染,西北风,2级,26℃,12℃,雷阵雨~晴
2019-05-13,60,19,69,3,21,0.3,102,42.0,良,西南风,3级,26℃,12℃,晴
2019-05-14,101,54,121,7,49,0.6,161,169.0,轻度污染,东南风,2级,30℃,16℃,多云
2019-05-15,134,91,208,10,49,1.1,197,292.0,轻度污染,西南风,2级,28℃,16℃,雷阵雨~多云
2019-05-16,116,67,141,4,39,0.7,177,286.0,轻度污染,东南风,2级,32℃,17℃,晴
2019-05-17,112,81,115,3,34,0.8,173,310.0,轻度污染,东南风,2级,33℃,20℃,多云~阴
2019-05-18,54,38,41,2,26,0.6,80,43.0,良,东南风,2级,29℃,18℃,阴~小雨
2019-05-19,58,30,65,3,15,0.3,82,166.0,良,西北风,4级,28℃,13℃,多云~晴
2019-05-20,47,12,46,2,19,0.3,93,197.0,优,西北风,4级,26℃,13℃,晴
2019-05-21,61,14,39,2,35,0.4,113,114.0,良,西北风,2级,31℃,14℃,晴
2019-05-22,94,21,55,2,52,0.5,152,113.0,良,西北风,2级,35℃,18℃,晴
2019-05-23,195,27,71,4,45,0.6,260,176.0,中度污染,东南风,2级,37℃,21℃,晴
2019-05-24,130,45,111,6,54,0.7,192,238.0,轻度污染,西南风,3级,35℃,21℃,多云
2019-05-25,175,49,115,6,44,0.7,240,285.0,中度污染,东南风,2级,35℃,20℃,多云~雷阵雨
2019-05-26,64,36,77,4,25,0.8,90,293.0,良,东北风,3级,24℃,17℃,中雨~多云
2019-05-27,48,6,15,3,14,0.2,96,90.0,优,西北风,3级,29℃,15℃,晴
2019-05-28,80,12,36,3,32,0.3,135,59.0,良,西北风,2级,32℃,17℃,晴
2019-05-29,144,21,51,3,33,0.4,208,263.0,轻度污染,东南风,2级,33℃,22℃,晴~多云
2019-05-30,61,20,54,4,24,0.3,113,247.0,良,西北风,3级,30℃,15℃,多云~晴
2019-05-31,60,10,33,3,23,0.3,112,55.0,良,西北风,2级,30℃,19℃,晴~多云
2019-06-01,104,30,74,4,40,0.5,164,216.0,轻度污染,东南风,2级,30℃,18℃,雷阵雨~多云
2019-06-02,141,45,79,4,38,0.7,205,145.0,轻度污染,东南风,2级,32℃,19℃,多云
2019-06-03,124,28,55,2,26,0.5,186,191.0,轻度污染,北风,2级,34℃,20℃,多云
2019-06-04,98,60,70,7,26,1.2,157,288.0,良,东南风,2级,28℃,19℃,雷阵雨~小雨
2019-06-05,75,47,62,3,35,0.9,129,225.0,良,东南风,2级,31℃,19℃,多云~小雨
2019-06-06,73,53,54,3,41,0.9,109,286.0,良,东南风,2级,26℃,18℃,小雨~多云
2019-06-07,117,62,60,2,21,0.7,178,241.0,轻度污染,西南风,2级,31℃,21℃,多云~雷阵雨
2019-06-08,80,34,47,2,22,0.5,136,323.0,良,西北风,2级,34℃,20℃,多云~晴
2019-06-09,49,6,20,3,17,0.3,98,111.0,优,东北风,3级,31℃,18℃,多云~晴
2019-06-10,97,29,54,2,27,0.6,156,237.0,良,东北风,2级,33℃,18℃,晴
2019-06-11,175,51,62,5,24,0.9,240,257.0,中度污染,东南风,2级,32℃,20℃,晴~多云
2019-06-12,156,35,56,7,27,0.9,221,171.0,中度污染,东南风,2级,33℃,22℃,多云~雷阵雨
2019-06-13,127,23,43,2,25,0.6,189,134.0,轻度污染,东北风,2级,29℃,20℃,雷阵雨~晴
2019-06-14,87,31,56,3,33,0.6,144,282.0,良,东北风,2级,35℃,20℃,晴
2019-06-15,123,21,52,6,26,0.7,185,197.0,轻度污染,东南风,2级,32℃,19℃,多云~雷阵雨
2019-06-16,36,25,32,3,23,0.6,58,133.0,优,东南风,2级,25℃,18℃,雷阵雨~多云
2019-06-17,97,51,51,3,31,0.9,156,286.0,良,西南风,2级,29℃,20℃,多云
2019-06-18,186,60,65,3,28,0.8,251,322.0,中度污染,西南风,2级,33℃,22℃,雷阵雨
2019-06-19,154,74,90,6,21,1.2,219,305.0,中度污染,东南风,2级,33℃,22℃,多云
2019-06-20,179,61,82,3,30,0.8,244,323.0,中度污染,东南风,2级,36℃,23℃,多云~晴
2019-06-21,101,51,79,6,28,1.0,161,320.0,轻度污染,东南风,2级,32℃,21℃,多云
2019-06-22,117,22,56,2,32,0.4,178,237.0,轻度污染,西南风,2级,34℃,22℃,晴
