date,aqi,pm2_5,pm10,so2,no2,co,o3,rank,quality,fengxiang,fengli,bWendu,yWendu,tianqi
2020-03-25,153,117,111,11,53,1.0,131,320.0,中度污染,东南风,2级,21℃,5℃,多云~小雨
2020-03-26,39,8,24,3,9,0.2,77,272.0,优,西北风,4级,12℃,2℃,小雨~多云
2020-03-27,40,5,21,2,9,0.2,79,96.0,优,西北风,3级,13℃,-1℃,晴
2020-03-28,39,10,28,2,17,0.2,77,59.0,优,西南风,2级,14℃,2℃,晴
2020-03-29,63,45,72,7,38,0.5,97,214.0,良,西南风,2级,16℃,5℃,多云
2020-03-30,92,68,87,7,37,0.7,103,317.0,良,西南风,2级,18℃,7℃,阴~多云
2020-03-31,87,64,75,4,28,0.5,108,284.0,良,东北风,2级,19℃,7℃,阴~多云
2020-04-01,42,9,21,2,11,0.2,84,61.0,优,东北风,3级,16℃,3℃,阴~晴
2020-04-02,42,16,34,3,21,0.3,84,142.0,优,西北风,2级,20℃,7℃,晴
2020-04-03,47,14,36,2,23,0.3,93,159.0,优,西北风,2级,24℃,9℃,晴
2020-04-04,102,23,154,3,12,0.3,94,147.0,轻度污染,东南风,3级,18℃,4℃,晴
2020-04-05,69,30,88,5,30,0.4,101,237.0,良,西南风,2级,19℃,6℃,晴
2020-04-06,86,62,122,7,48,0.6,124,209.0,良,东南风,2级,23℃,9℃,多云
2020-04-07,77,45,103,5,35,0.6,90,316.0,良,东南风,2级,18℃,5℃,阴~晴
2020-04-08,55,21,60,5,30,0.5,82,181.0,良,东南风,2级,15℃,7℃,多云~小雨
2020-04-09,49,34,47,3,18,0.5,97,197.0,优,西南风,2级,12℃,4℃,阴~多云
2020-04-10,70,39,50,3,25,0.5,123,134.0,良,西南风,1级,17℃,6℃,晴
2020-04-11,51,20,38,2,18,0.3,101,188.0,良,西北风,2级,23℃,10℃,晴
2020-04-12,54,17,52,3,13,0.3,104,145.0,良,东北风,3级,25℃,6℃,晴
2020-04-13,59,26,67,3,33,0.4,104,246.0,良,西南风,1级,27℃,10℃,晴
2020-04-14,104,66,102,8,46,0.6,164,171.0,轻度污染,西南风,2级,26℃,11℃,多云
2020-04-15,95,63,93,6,31,0.5,153,229.0,良,东南风,2级,24℃,11℃,多云~中雨
2020-04-16,63,23,75,2,11,0.3,92,163.0,良,西北风,3级,19℃,11℃,浮尘~多云
2020-04-17,78,23,37,2,13,0.4,133,195.0,良,东北风,3级,21℃,8℃,晴
2020-04-18,75,33,45,2,23,0.4,129,62.0,良,东南风,2级,22℃,11℃,阴
2020-04-19,94,39,54,2,21,0.4,152,194.0,良,西南风,3级,21℃,10℃,多云
2020-04-20,45,7,31,3,6,0.2,90,13.0,优,西北风,4级,15℃,4℃,晴
2020-04-21,42,7,33,2,5,0.1,83,65.0,优,西北风,4级,13℃,4℃,晴
2020-04-22,43,6,24,2,6,0.1,86,1.0,优,西北风,4级,16℃,6℃,晴
2020-04-23,45,7,21,2,9,0.2,89,64.0,优,西北风,3级,19℃,6℃,晴
2020-04-24,91,19,132,2,17,0.2,101,60.0,良,西北风,3级,29℃,12℃,浮尘~扬沙
2020-04-25,52,10,53,3,7,0.2,97,326.0,良,东北风,3级,22℃,9℃,阴~晴
2020-04-26,50,14,33,3,21,0.3,99,36.0,优,东北风,2级,22℃,7℃,阴~晴
2020-04-27,76,41,63,4,29,0.7,131,272.0,良,南风,2级,28℃,11℃,晴
2020-04-28,131,59,109,6,40,0.6,194,240.0,轻度污染,西南风,2级,27℃,16℃,晴
2020-04-29,152,61,117,8,27,0.7,217,317.0,中度污染,南风,2级,28℃,15℃,晴
2020-04-30,202,90,126,9,44,1.0,275,309.0,重度污染,南风,1级,32℃,17℃,多云~晴
2020-05-01,204,108,132,7,42,1.1,283,318.0,重度污染,西南风,2级,34℃,21℃,多云~晴
2020-05-02,133,55,81,4,20,0.6,196,259.0,轻度污染,南风,3级,32℃,17℃,晴
2020-05-03,80,59,65,5,26,1.2,98,150.0,良,东风,2级,25℃,14℃,阴~雷阵雨
2020-05-04,50,34,50,4,26,0.7,54,283.0,优,南风,3级,17℃,10℃,阴~雾
2020-05-05,67,48,50,2,29,0.6,89,175.0,良,西南风,2级,22℃,13℃,晴
2020-05-06,122,71,63,4,29,0.7,184,320.0,轻度污染,东南风,2级,25℃,13℃,多云~小雨
2020-05-07,100,75,69,8,35,1.3,91,148.0,良,东南风,2级,19℃,13℃,阴~小雨
2020-05-08,55,39,20,2,18,1.0,89,325.0,良,东风,2级,15℃,10℃,小雨~阴
2020-05-09,49,34,30,3,26,0.6,61,155.0,优,西南风,2级,19℃,13℃,阴~晴
2020-05-10,55,19,60,2,17,0.4,84,239.0,良,西北风,3级,25℃,14℃,多云
2020-05-11,88,18,126,3,9,0.2,91,12.0,良,西北风,3级,27℃,13℃,阴~晴
2020-05-12,87,18,123,2,14,0.2,104,323.0,良,西北风,2级,26℃,12℃,晴
2020-05-13,118,41,186,4,33,0.5,169,302.0,轻度污染,西南风,2级,30℃,18℃,晴~多云
2020-05-14,116,35,89,4,25,0.5,177,324.0,轻度污染,南风,3级,30℃,15℃,多云
2020-05-15,57,40,53,2,21,0.6,104,202.0,良,东南风,2级,22℃,15℃,阴~雷阵雨
2020-05-16,58,41,59,2,25,0.6,72,182.0,良,东风,2级,22℃,13℃,浮尘
2020-05-17,66,17,81,2,29,0.3,71,106.0,良,西北风,2级,22℃,14℃,多云
2020-05-18,48,10,48,2,13,0.2,85,32.0,优,北风,3级,26℃,15℃,多云
2020-05-19,90,14,52,2,25,0.3,148,198.0,良,西南风,2级,30℃,15℃,晴
2020-05-20,130,21,46,3,20,0.4,192,42.0,轻度污染,东北风,2级,29℃,16℃,多云
2020-05-21,94,70,65,5,26,1.3,131,288.0,良,东风,2级,22℃,15℃,阴~多云
2020-05-22,78,42,35,2,19,0.8,133,327.0,良,西北风,3级,29℃,16℃,晴~雷阵雨
2020-05-23,43,5,13,3,12,0.3,85,21.0,优,西北风,3级,26℃,16℃,小雨~晴
2020-05-24,63,8,20,2,19,0.3,115,14.0,良,西北风,2级,29℃,17℃,晴
2020-05-25,36,10,26,3,28,0.3,71,167.0,优,东北风,2级,24℃,13℃,小雨~多云
2020-05-26,61,9,18,2,17,0.2,113,99.0,良,西北风,2级,28℃,16℃,晴~小雨
2020-05-27,49,9,22,2,13,0.3,98,63.0,优,西北风,3级,30℃,16℃,晴
2020-05-28,131,37,62,5,32,0.7,194,164.0,轻度污染,东南风,2级,32℃,17℃,多云~雷阵雨
2020-05-29,145,59,82,10,29,1.3,209,257.0,轻度污染,东风,2级,29℃,21℃,阴~多云
2020-05-30,112,53,73,5,22,0.9,173,322.0,轻度污染,南风,3级,31℃,18℃,阴~雷阵雨
2020-05-31,44,11,14,3,16,0.3,88,79.0,优,西北风,3级,28℃,16℃,中雨~晴
2020-06-01,110,19,56,3,29,0.4,170,113.0,轻度污染,西南风,2级,31℃,16℃,晴~雷阵雨
2020-06-02,99,23,74,2,25,0.3,158,83.0,良,西南风,2级,32℃,20℃,晴
2020-06-03,134,42,218,2,32,0.3,141,273.0,轻度污染,西北风,3级,36℃,20℃,浮尘~晴
2020-06-04,68,8,42,3,20,0.3,121,173.0,良,东风,2级,32℃,18℃,晴~多云
2020-06-05,101,12,38,4,18,0.5,161,219.0,轻度污染,东南风,2级,30℃,17℃,晴
2020-06-06,146,21,56,5,27,0.6,210,129.0,轻度污染,东南风,2级,31℃,19℃,晴~多云
2020-06-07,202,34,93,5,35,0.7,272,167.0,重度污染,南风,2级,35℃,24℃,多云~晴
2020-06-08,136,55,117,4,31,0.6,199,315.0,轻度污染,西南风,3级,37℃,26℃,多云
2020-06-09,70,38,90,7,26,0.8,123,287.0,良,东风,2级,28℃,21℃,阴~雷阵雨
2020-06-10,125,53,67,2,20,0.8,187,325.0,轻度污染,西北风,2级,33℃,21℃,阴~晴
2020-06-11,111,47,70,4,28,0.7,172,285.0,轻度污染,北风,2级,31℃,21℃,阴~雷阵雨
2020-06-12,168,31,56,3,22,0.6,233,237.0,中度污染,西南风,2级,34℃,23℃,阴~多云
2020-06-13,124,50,86,3,26,0.7,186,316.0,轻度污染,西北风,2级,32℃,23℃,阴~晴
2020-06-14,77,7,26,2,13,0.2,132,,良,西北风,3级,34℃,22℃,晴
2020-06-15,97,14,52,2,27,0.3,156,266.0,良,西南风,2级,37℃,22℃,多云
2020-06-16,158,35,110,12,30,0.9,223,317.0,中度污染,南风,2级,36℃,24℃,阴~多云
2020-06-17,96,20,80,3,19,0.4,155,332.0,良,西南风,3级,31℃,21℃,阴
2020-06-18,109,23,56,2,21,0.5,169,304.0,轻度污染,西南风,2级,32℃,22℃,阴~多云
2020-06-19,123,23,44,2,18,0.5,185,190.0,轻度污染,西南风,3级,32℃,24℃,小雨~多云
2020-06-20,148,37,78,3,19,0.6,212,288.0,轻度污染,西南风,3级,33℃,25℃,阴~雷阵雨
2020-06-21,131,36,75,3,20,0.6,194,300.0,轻度污染,西南风,3级,34℃,25℃,多云~晴
2020-06-22,129,48,81,4,22,0.7,191,325.0,轻度污染,南风,3级,32℃,24℃,多云
2020-06-23,125,44,61,4,21,0.7,187,287.0,轻度污染,东南风,3级,31℃,22℃,阴~多云
2020-06-24,89,19,29,2,14,0.5,146,71.0,良,东南风,2级,29℃,22℃,阴~雷阵雨
2020-06-25,84,32,34,2,19,0.6,140,76.0,良,南风,2级,29℃,20℃,阴~雷阵雨
2020-06-26,102,30,34,3,18,0.6,162,114.0,轻度污染,东南风,2级,28℃,21℃,小雨~多云
2020-06-27,140,66,66,2,21,0.9,204,319.0,轻度污染,东南风,2级,32℃,22℃,晴~多云
2020-06-28,121,55,53,2,18,0.8,183,330.0,轻度污染,南风,2级,30℃,22℃,阴~雷阵雨
2020-06-29,60,28,38,3,27,0.5,111,217.0,良,东风,2级,27℃,21℃,阴~小雨
2020-06-30,89,15,26,3,17,0.4,146,162.0,良,西北风,1级,34℃,22℃,阴~多云
2020-07-01,146,24,53,3,26,0.5,210,211.0,轻度污染,东风,2级,34℃,22℃,阴~雷阵雨
2020-07-02,97,28,33,3,15,0.7,156,180.0,良,东北风,2级,28℃,21℃,阴~中雨
2020-07-03,69,50,38,3,17,0.9,119,274.0,良,东风,2级,27℃,20℃,小雨~多云
2020-07-04,109,44,42,3,20,0.6,169,302.0,轻度污染,西南风,2级,30℃,22℃,阴~雷阵雨
2020-07-05,90,22,30,3,20,0.5,148,202.0,良,北风,2级,32℃,21℃,阴~雷阵雨
2020-07-06,110,17,28,3,17,0.4,171,128.0,轻度污染,东南风,2级,33℃,22℃,多云
2020-07-07,75,14,27,3,19,0.4,130,72.0,良,东北风,2级,33℃,21℃,小雨~晴
2020-07-08,129,31,49,4,22,0.7,191,302.0,轻度污染,南风,2级,32℃,21℃,晴~雷阵雨
2020-07-09,50,29,29,3,15,0.6,100,265.0,优,东南风,2级,23℃,19℃,中雨~阴
2020-07-10,65,47,41,2,19,0.7,107,227.0,良,东南风,2级,25℃,21℃,多云~雷阵雨
2020-07-11,113,85,60,2,23,1.1,90,320.0,轻度污染,东南风,2级,26℃,22℃,阴~雷阵雨
2020-07-12,113,85,57,3,22,1.2,128,331.0,轻度污染,东南风,2级,28℃,21℃,阴~雾
2020-07-13,81,49,50,2,22,0.9,137,324.0,良,东南风,2级,30℃,22℃,阴~多云
2020-07-14,94,32,44,3,19,0.6,152,234.0,良,西南风,2级,31℃,22℃,多云
2020-07-15,109,30,44,2,19,0.5,169,290.0,轻度污染,西南风,2级,33℃,22℃,晴
2020-07-16,127,48,73,2,21,0.7,189,261.0,轻度污染,西南风,3级,33℃,25℃,多云~雷阵雨
2020-07-17,71,48,59,2,19,0.6,125,287.0,良,西南风,3级,29℃,23℃,阴~雷阵雨
2020-07-18,59,42,33,3,16,0.6,108,296.0,良,东南风,2级,27℃,22℃,阴~雷阵雨
2020-07-19,48,27,27,3,16,0.5,96,293.0,优,东北风,2级,32℃,20℃,多云~晴
2020-07-20,152,35,59,3,26,0.6,217,220.0,中度污染,南风,2级,34℃,24℃,多云~晴
2020-07-21,116,34,62,2,20,0.5,177,299.0,轻度污染,西南风,3级,34℃,22℃,阴~多云
2020-07-22,139,42,59,4,23,0.7,202,287.0,轻度污染,东南风,2级,32℃,22℃,多云
2020-07-23,120,30,52,3,28,0.6,181,255.0,轻度污染,东南风,2级,32℃,22℃,多云~晴
2020-07-24,112,24,44,2,25,0.5,173,236.0,轻度污染,西南风,2级,37℃,24℃,晴
2020-07-25,125,27,64,2,35,0.6,187,236.0,轻度污染,西南风,2级,33℃,24℃,阴~雷阵雨
2020-07-26,57,24,35,3,16,0.5,108,300.0,良,南风,2级,25℃,21℃,小雨
2020-07-27,78,57,38,3,19,0.8,92,271.0,良,东南风,2级,24℃,21℃,小雨~阴
2020-07-28,95,71,44,3,19,0.9,131,329.0,良,东南风,2级,28℃,22℃,阴~雷阵雨
2020-07-29,108,57,53,3,18,0.9,168,290.0,轻度污染,西南风,2级,31℃,24℃,多云
2020-07-30,101,71,68,3,22,0.8,161,328.0,轻度污染,西南风,2级,34℃,25℃,多云~雷阵雨
2020-07-31,96,42,54,3,22,0.7,155,298.0,良,南风,2级,34℃,24℃,多云~雾
2020-08-01,67,33,33,3,23,0.7,120,213.0,良,西南风,2级,30℃,25℃,阴
2020-08-02,110,16,32,3,20,0.5,170,178.0,轻度污染,西南风,2级,33℃,22℃,小雨~晴
2020-08-03,92,17,36,2,23,0.5,150,138.0,良,西北风,2级,33℃,24℃,多云~晴
2020-08-04,81,14,36,3,27,0.4,137,298.0,良,西北风,2级,37℃,26℃,多云
2020-08-05,52,32,53,3,31,0.7,87,288.0,良,西南风,2级,30℃,23℃,中雨~阴
2020-08-06,98,30,42,2,21,0.8,157,259.0,良,东南风,2级,31℃,23℃,小雨~多云
2020-08-07,92,23,31,3,18,0.7,150,229.0,良,东南风,2级,33℃,22℃,阴~多云
2020-08-08,100,22,40,2,18,0.6,159,265.0,良,南风,2级,31℃,23℃,阴~多云
2020-08-09,110,17,31,2,15,0.4,170,232.0,轻度污染,西南风,2级,33℃,22℃,晴~雷阵雨
2020-08-10,98,15,28,2,15,0.4,157,146.0,良,西南风,2级,32℃,23℃,多云~晴
2020-08-11,135,30,54,3,20,0.6,198,277.0,轻度污染,西南风,2级,34℃,25℃,晴~雷阵雨
2020-08-12,60,33,46,3,20,0.7,111,289.0,良,东南风,2级,31℃,24℃,小雨~大雨
2020-08-13,68,13,19,3,14,0.6,121,140.0,良,西南风,2级,32℃,23℃,阴~晴
2020-08-14,118,28,45,3,22,0.6,179,285.0,轻度污染,西南风,2级,34℃,26℃,晴~雷阵雨
2020-08-15,50,32,45,3,23,0.6,99,307.0,优,西南风,2级,31℃,22℃,小雨~多云
2020-08-16,55,39,37,3,20,0.6,93,259.0,良,南风,2级,25℃,21℃,小雨
2020-08-17,67,48,40,3,20,0.8,80,310.0,良,东南风,2级,27℃,24℃,阴~雷阵雨
2020-08-18,42,29,26,3,21,0.6,62,327.0,优,北风,2级,26℃,22℃,小雨
2020-08-19,28,11,23,2,22,0.4,55,35.0,优,东北风,2级,26℃,19℃,阴~多云
2020-08-20,38,19,30,2,23,0.5,75,217.0,优,东南风,2级,26℃,17℃,小雨~多云
2020-08-21,85,23,45,2,25,0.6,141,227.0,良,南风,2级,28℃,17℃,晴
2020-08-22,95,36,58,2,25,0.7,153,274.0,良,西南风,2级,28℃,19℃,多云
2020-08-23,97,57,71,2,24,0.8,156,260.0,良,南风,2级,28℃,21℃,多云~暴雨
2020-08-24,62,9,19,3,15,0.4,114,310.0,良,西北风,2级,33℃,20℃,阴~晴
2020-08-25,107,17,43,2,29,0.5,167,157.0,轻度污染,东南风,2级,34℃,22℃,阴~晴
2020-08-26,108,61,79,5,31,1.6,168,213.0,轻度污染,东南风,2级,28℃,22℃,多云
2020-08-27,62,43,50,2,25,1.0,114,330.0,良,东南风,2级,32℃,19℃,多云
2020-08-28,94,17,40,2,24,0.5,152,116.0,良,东南风,2级,30℃,22℃,晴~多云
2020-08-29,97,49,74,3,31,0.8,156,209.0,良,东南风,2级,30℃,23℃,多云~阴
2020-08-30,87,52,55,3,21,0.9,144,314.0,良,东南风,2级,30℃,22℃,阴~雷阵雨
2020-08-31,27,15,24,3,21,0.5,52,174.0,优,西北风,2级,26℃,18℃,阴~晴
2020-09-01,46,12,25,3,23,0.5,91,100.0,优,西北风,2级,33℃,20℃,阴~多云
2020-09-02,36,13,26,3,19,0.4,71,61.0,优,西北风,3级,29℃,19℃,多云
2020-09-03,33,7,18,2,17,0.3,65,10.0,优,西北风,3级,28℃,16℃,多云~晴
2020-09-04,48,14,35,3,28,0.8,96,92.0,优,西南风,2级,30℃,17℃,多云~雷阵雨
2020-09-05,95,24,52,2,32,0.9,154,327.0,良,东南风,2级,30℃,19℃,多云~晴
2020-09-06,158,58,82,4,32,1.0,223,217.0,中度污染,东南风,2级,30℃,20℃,多云~雷阵雨
2020-09-07,55,15,27,3,19,0.4,106,184.0,良,东北风,2级,31℃,21℃,晴~多云
2020-09-08,34,7,19,3,22,0.3,68,36.0,优,西北风,2级,31℃,19℃,多云
2020-09-09,40,8,23,3,26,0.4,80,50.0,优,西北风,2级,31℃,18℃,晴~多云
2020-09-10,27,6,20,2,19,0.3,54,84.0,优,北风,3级,26℃,18℃,小雨~阴
2020-09-11,22,5,15,3,17,0.4,43,3.0,优,东北风,2级,26℃,19℃,多云~小雨
2020-09-12,41,11,21,2,18,0.4,82,3.0,优,东北风,2级,26℃,18℃,多云~小雨
2020-09-13,64,24,39,2,25,0.5,116,136.0,良,东南风,2级,27℃,19℃,多云~小雨
2020-09-14,60,43,49,2,23,0.6,106,248.0,良,西南风,2级,25℃,19℃,小雨~中雨
2020-09-15,48,33,22,3,22,0.7,73,313.0,优,东南风,2级,23℃,17℃,小雨~晴
2020-09-16,26,5,15,2,13,0.3,51,88.0,优,西北风,3级,26℃,15℃,晴
2020-09-17,33,7,20,2,21,0.3,66,10.0,优,西北风,3级,27℃,13℃,晴
2020-09-18,37,9,25,3,29,0.4,70,192.0,优,西北风,2级,28℃,12℃,晴
2020-09-19,71,14,37,3,31,0.4,125,183.0,良,东北风,1级,29℃,14℃,晴
2020-09-20,48,11,30,2,26,0.3,96,187.0,优,东南风,2级,26℃,15℃,晴~多云
2020-09-21,80,38,65,3,39,0.6,136,246.0,良,南风,2级,26℃,16℃,阴~多云
2020-09-22,39,24,38,3,31,0.5,70,291.0,优,东北风,2级,26℃,16℃,多云~阴
2020-09-23,49,34,33,3,33,0.9,60,289.0,优,东北风,2级,18℃,16℃,大雨~小雨
2020-09-24,54,27,24,3,25,0.7,104,253.0,良,东风,2级,24℃,13℃,多云
2020-09-25,75,35,39,3,32,0.7,129,172.0,良,东南风,1级,25℃,14℃,阴~晴
2020-09-26,101,55,56,2,36,0.7,161,265.0,轻度污染,南风,2级,25℃,14℃,晴
2020-09-27,92,66,65,2,40,0.8,150,321.0,良,南风,2级,26℃,14℃,晴~多云
2020-09-28,109,82,82,3,38,0.8,149,309.0,轻度污染,南风,2级,25℃,14℃,多云~中雨
2020-09-29,24,12,14,3,19,0.4,45,284.0,优,东北风,2级,19℃,9℃,小雨~晴
2020-09-30,33,17,28,2,26,0.4,54,76.0,优,南风,2级,20℃,13℃,晴~小雨
2020-10-01,60,43,47,2,28,0.6,59,160.0,良,南风,2级,20℃,14℃,阴~晴
2020-10-02,29,6,19,2,14,0.2,58,27.0,优,西北风,3级,21℃,8℃,晴
2020-10-03,45,20,45,5,26,0.4,69,115.0,优,西风,3级,22℃,9℃,多云~晴
2020-10-04,26,5,19,2,9,0.2,51,203.0,优,西北风,4级,18℃,8℃,晴
2020-10-05,29,7,21,2,21,0.3,57,11.0,优,西北风,2级,19℃,6℃,晴
2020-10-06,52,27,53,5,37,0.5,61,195.0,良,西南风,1级,21℃,10℃,晴~多云
2020-10-07,84,62,88,5,57,0.9,65,277.0,良,南风,2级,22℃,9℃,阴~晴
2020-10-08,114,86,94,4,68,0.9,44,312.0,轻度污染,南风,2级,18℃,11℃,多云~阴
2020-10-09,144,110,108,4,69,1.0,88,318.0,轻度污染,南风,1级,21℃,10℃,阴~晴
2020-10-10,185,139,104,3,46,1.0,136,330.0,中度污染,南风,2级,23℃,12℃,多云~阴
2020-10-11,62,44,44,2,24,0.4,64,326.0,良,北风,3级,19℃,7℃,多云
2020-10-12,34,11,31,2,27,0.3,51,4.0,优,西南风,2级,18℃,6℃,晴
2020-10-13,36,13,36,2,27,0.3,69,174.0,优,北风,3级,21℃,7℃,多云
2020-10-14,36,10,36,4,27,0.5,40,15.0,优,东南风,2级,13℃,5℃,阴~晴
2020-10-15,68,49,73,3,45,0.7,38,245.0,良,东北风,1级,18℃,8℃,晴~多云
2020-10-16,35,13,25,2,28,0.3,65,326.0,优,西北风,3级,19℃,4℃,多云~晴
2020-10-17,55,16,47,3,44,0.4,56,170.0,良,西南风,2级,22℃,7℃,晴
2020-10-18,64,28,65,4,51,0.7,60,199.0,良,东北风,2级,21℃,5℃,晴
2020-10-19,72,50,80,3,57,0.8,60,223.0,良,南风,1级,21℃,7℃,晴~多云
2020-10-20,155,118,121,3,77,1.0,36,293.0,中度污染,西南风,1级,17℃,8℃,阴~多云
2020-10-21,98,38,146,3,24,0.4,61,325.0,良,西北风,3级,16℃,3℃,晴
2020-10-22,53,11,55,2,21,0.3,63,250.0,良,西北风,3级,15℃,3℃,晴
2020-10-23,38,10,32,2,30,0.3,64,10.0,优,西北风,2级,18℃,3℃,晴
2020-10-24,59,32,67,4,47,0.6,59,116.0,良,西南风,1级,20℃,7℃,晴~多云
2020-10-25,109,82,124,6,72,1.0,64,295.0,轻度污染,东北风,1级,19℃,7℃,阴~多云
2020-10-26,107,80,115,4,56,0.8,70,317.0,轻度污染,西北风,2级,21℃,7℃,多云~晴
2020-10-27,47,9,47,2,26,0.3,58,92.0,优,北风,2级,17℃,5℃,多云~晴
2020-10-28,55,17,50,3,44,0.4,46,129.0,良,北风,2级,18℃,5℃,阴~多云
2020-10-29,73,35,75,3,58,0.6,36,178.0,良,西北风,1级,19℃,3℃,阴~晴
2020-10-30,72,52,80,3,55,0.7,58,225.0,良,南风,2级,17℃,8℃,晴~阴
2020-10-31,136,78,222,3,53,0.6,49,246.0,轻度污染,西北风,3级,19℃,6℃,浮尘~晴
2020-11-01,58,14,65,2,21,0.3,58,299.0,良,西北风,3级,17℃,4℃,晴
2020-11-02,45,6,45,2,16,0.2,58,81.0,优,西北风,3级,12℃,0℃,晴
2020-11-03,37,12,37,2,29,0.3,46,54.0,优,西北风,2级,14℃,0℃,晴
2020-11-04,77,39,81,4,61,0.7,18,176.0,良,北风,1级,15℃,2℃,晴
2020-11-05,110,83,121,6,84,1.1,24,264.0,轻度污染,东北风,1级,15℃,4℃,多云
2020-11-06,92,68,133,3,66,0.9,62,331.0,良,西北风,2级,18℃,4℃,晴
2020-11-07,91,26,132,2,24,0.3,64,255.0,良,西北风,3级,19℃,2℃,晴
2020-11-08,44,13,44,2,31,0.3,47,22.0,优,西北风,2级,15℃,1℃,晴
2020-11-09,60,21,55,2,48,0.5,36,156.0,良,西北风,2级,16℃,2℃,晴
2020-11-10,74,38,75,4,59,0.8,29,145.0,良,东北风,1级,18℃,2℃,晴
2020-11-11,140,107,147,7,96,1.3,16,241.0,轻度污染,东北风,1级,14℃,4℃,多云~晴
2020-11-12,110,83,107,5,66,0.9,56,329.0,轻度污染,北风,2级,20℃,4℃,多云~晴
2020-11-13,55,21,52,5,44,0.6,42,24.0,良,东风,2级,16℃,4℃,晴~多云
2020-11-14,79,48,84,3,63,0.9,9,129.0,良,东风,1级,12℃,4℃,阴~多云
2020-11-15,110,83,96,3,64,1.1,26,199.0,轻度污染,东北风,1级,16℃,5℃,多云
2020-11-16,134,102,113,6,68,1.5,8,295.0,轻度污染,东风,1级,13℃,8℃,阴~小雨
2020-11-17,138,105,95,3,49,1.7,11,253.0,轻度污染,东北风,1级,10℃,8℃,阴~小雨
2020-11-18,62,44,23,2,30,1.0,44,322.0,良,东北风,2级,11℃,4℃,大雨~小雨
2020-11-19,26,8,13,2,14,0.3,51,14.0,优,东北风,2级,9℃,-2℃,阴~多云
2020-11-20,29,10,21,2,23,0.3,57,5.0,优,东北风,2级,8℃,-1℃,晴~小雪
2020-11-21,52,26,32,2,41,0.5,32,128.0,良,东北风,1级,2℃,-2℃,雨夹雪~多云
2020-11-22,27,7,14,2,12,0.3,53,45.0,优,西北风,3级,3℃,-5℃,晴
2020-11-23,34,14,29,3,27,0.4,43,12.0,优,西北风,2级,6℃,-3℃,晴~多云
2020-11-24,59,30,48,4,47,0.6,28,182.0,良,西北风,1级,7℃,-4℃,阴~晴
2020-11-25,45,25,41,5,36,0.6,56,219.0,优,东北风,2级,6℃,-4℃,多云
2020-11-26,57,19,41,4,45,0.7,32,100.0,良,东南风,1级,5℃,-4℃,多云~晴
2020-11-27,30,15,28,3,21,0.4,60,200.0,优,西北风,3级,5℃,-3℃,晴
2020-11-28,30,12,25,2,24,0.3,52,20.0,优,北风,2级,3℃,-5℃,阴~多云
2020-11-29,38,16,33,4,30,0.4,51,151.0,优,西北风,2级,5℃,-4℃,晴
2020-11-30,38,17,34,4,30,0.4,47,18.0,优,北风,2级,4℃,-6℃,多云~晴
2020-12-01,53,25,42,3,42,0.5,33,128.0,良,东北风,1级,3℃,-4℃,多云~阴
2020-12-02,35,17,35,3,28,0.4,56,162.0,优,西北风,2级,3℃,-4℃,阴~晴
2020-12-03,31,8,20,3,21,0.3,61,13.0,优,西北风,3级,4℃,-4℃,晴
2020-12-04,29,8,19,3,21,0.3,58,3.0,优,西北风,3级,4℃,-6℃,晴
2020-12-05,55,24,39,6,44,0.5,43,17.0,良,西北风,1级,4℃,-5℃,晴
2020-12-06,52,34,54,6,36,0.6,57,125.0,良,西北风,3级,6℃,-4℃,晴
2020-12-07,27,8,25,3,15,0.3,54,79.0,优,西北风,3级,1℃,-7℃,晴
2020-12-08,54,22,42,5,43,0.5,34,33.0,良,西北风,1级,2℃,-6℃,晴~多云
2020-12-09,79,46,82,6,63,0.9,12,178.0,良,东北风,1级,3℃,-5℃,多云~晴
2020-12-10,87,56,93,5,69,1.1,23,190.0,良,西北风,1级,7℃,-4℃,晴
2020-12-11,65,32,56,4,52,0.6,37,157.0,良,北风,2级,6℃,-6℃,晴
2020-12-12,97,72,98,4,59,1.3,22,138.0,良,西北风,2级,2℃,-6℃,晴
2020-12-13,28,8,26,3,8,0.3,56,79.0,优,西北风,3级,-2℃,-9℃,晴
2020-12-14,27,11,27,3,20,0.4,46,7.0,优,西北风,2级,0℃,-9℃,晴
2020-12-15,44,16,39,4,35,0.4,28,65.0,优,北风,1级,0℃,-8℃,晴
2020-12-16,44,21,44,5,35,0.5,42,74.0,优,西北风,2级,1℃,-9℃,晴
2020-12-17,69,35,71,5,55,0.8,17,185.0,良,西北风,2级,3℃,-6℃,晴
2020-12-18,29,9,27,3,19,0.3,58,75.0,优,北风,3级,0℃,-9℃,晴
2020-12-19,64,26,54,6,51,0.6,24,47.0,良,北风,1级,3℃,-6℃,晴
2020-12-20,54,24,42,5,43,0.6,51,151.0,良,北风,2级,5℃,-7℃,晴
2020-12-21,70,37,56,6,56,0.7,32,59.0,良,北风,1级,5℃,-8℃,晴
2020-12-22,80,53,77,6,64,0.9,20,161.0,良,东北风,1级,6℃,-6℃,晴~多云
2020-12-23,89,37,127,5,28,0.6,66,204.0,良,西北风,3级,7℃,-5℃,晴
2020-12-24,55,20,60,3,26,0.4,57,101.0,良,西北风,3级,4℃,-7℃,晴
2020-12-25,70,34,84,6,56,0.8,27,130.0,良,北风,1级,7℃,-7℃,晴
