time_point,aqi,pm2_5,pm10,so2,no2,co,o3,rank,quality
2019-06-01,104,30,74,4,40,0.5,164,216,轻度污染
2019-06-02,141,45,79,4,38,0.7,205,145,轻度污染
2019-06-03,124,28,55,2,26,0.5,186,191,轻度污染
2019-06-04,98,60,70,7,26,1.2,157,288,良
2019-06-05,75,47,62,3,35,0.9,129,225,良
2019-06-06,73,53,54,3,41,0.9,109,286,良
2019-06-07,117,62,60,2,21,0.7,178,241,轻度污染
2019-06-08,80,34,47,2,22,0.5,136,323,良
2019-06-09,49,6,20,3,17,0.3,98,111,优
2019-06-10,97,29,54,2,27,0.6,156,237,良
2019-06-11,175,51,62,5,24,0.9,240,257,中度污染
2019-06-12,156,35,56,7,27,0.9,221,171,中度污染
2019-06-13,127,23,43,2,25,0.6,189,134,轻度污染
2019-06-14,87,31,56,3,33,0.6,144,282,良
2019-06-15,123,21,52,6,26,0.7,185,197,轻度污染
2019-06-16,36,25,32,3,23,0.6,58,133,优
2019-06-17,97,51,51,3,31,0.9,156,286,良
2019-06-18,186,60,65,3,28,0.8,251,322,中度污染
2019-06-19,154,74,90,6,21,1.2,219,305,中度污染
2019-06-20,179,61,82,3,30,0.8,244,323,中度污染
2019-06-21,101,51,79,6,28,1.0,161,320,轻度污染
2019-06-22,117,22,56,2,32,0.4,178,237,轻度污染
2019-06-23,193,40,88,8,35,0.8,258,290,中度污染
2019-06-24,166,36,74,5,33,0.7,231,282,中度污染
2019-06-25,187,46,102,7,30,0.8,252,316,中度污染
2019-06-26,188,43,83,6,25,0.8,253,311,中度污染
2019-06-27,170,48,76,5,27,0.8,235,275,中度污染
2019-06-28,120,27,40,2,18,0.6,181,277,轻度污染
2019-06-29,55,14,28,3,16,0.4,105,290,良
2019-06-30,47,5,18,3,14,0.3,93,63,优
