time_point,aqi,pm2_5,pm10,so2,no2,co,o3,rank,quality
2020-06-01,110,19,56,3,29,0.4,170,113,轻度污染
2020-06-02,99,23,74,2,25,0.3,158,83,良
2020-06-03,134,42,218,2,32,0.3,141,273,轻度污染
2020-06-04,68,8,42,3,20,0.3,121,173,良
2020-06-05,101,12,38,4,18,0.5,161,219,轻度污染
2020-06-06,146,21,56,5,27,0.6,210,129,轻度污染
2020-06-07,202,34,93,5,35,0.7,272,167,重度污染
2020-06-08,136,55,117,4,31,0.6,199,315,轻度污染
2020-06-09,70,38,90,7,26,0.8,123,287,良
2020-06-10,125,53,67,2,20,0.8,187,325,轻度污染
2020-06-11,111,47,70,4,28,0.7,172,285,轻度污染
2020-06-12,168,31,56,3,22,0.6,233,237,中度污染
2020-06-13,124,50,86,3,26,0.7,186,316,轻度污染
2020-06-14,77,7,26,2,13,0.2,132,,良
2020-06-15,97,14,52,2,27,0.3,156,266,良
2020-06-16,158,35,110,12,30,0.9,223,317,中度污染
2020-06-17,96,20,80,3,19,0.4,155,332,良
2020-06-18,109,23,56,2,21,0.5,169,304,轻度污染
2020-06-19,123,23,44,2,18,0.5,185,190,轻度污染
2020-06-20,148,37,78,3,19,0.6,212,288,轻度污染
2020-06-21,131,36,75,3,20,0.6,194,300,轻度污染
2020-06-22,129,48,81,4,22,0.7,191,325,轻度污染
2020-06-23,125,44,61,4,21,0.7,187,287,轻度污染
2020-06-24,89,19,29,2,14,0.5,146,71,良
2020-06-25,84,32,34,2,19,0.6,140,76,良
2020-06-26,102,30,34,3,18,0.6,162,114,轻度污染
2020-06-27,140,66,66,2,21,0.9,204,319,轻度污染
2020-06-28,121,55,53,2,18,0.8,183,330,轻度污染
2020-06-29,60,28,38,3,27,0.5,111,217,良
2020-06-30,89,15,26,3,17,0.4,146,162,良
