time_point,aqi,pm2_5,pm10,so2,no2,co,o3,rank,quality
2020-01-01,62,35,56,7,49,0.8,20,94,良
2020-01-02,80,51,80,7,64,1.2,16,109,良
2020-01-03,82,50,72,8,65,1.2,26,148,良
2020-01-04,74,43,66,7,59,1.1,44,168,良
2020-01-05,83,61,73,6,66,1.3,13,140,良
2020-01-06,75,55,32,3,47,1.0,30,196,良
2020-01-07,30,12,19,4,22,0.4,59,37,优
2020-01-08,40,17,25,3,32,0.5,64,4,优
2020-01-09,63,35,39,6,50,0.8,39,58,良
2020-01-10,43,26,33,6,34,0.6,63,216,优
2020-01-11,32,11,20,3,25,0.4,56,28,优
2020-01-12,42,19,26,7,33,0.5,50,41,优
2020-01-13,31,11,20,4,18,0.4,62,7,优
2020-01-14,39,17,25,4,31,0.4,53,6,优
2020-01-15,72,49,58,7,57,0.9,25,57,良
2020-01-16,60,41,49,7,48,0.9,54,247,良
2020-01-17,97,72,79,12,66,1.5,26,175,良
2020-01-18,207,157,154,4,63,2.1,27,284,重度污染
2020-01-19,60,28,69,2,24,0.5,60,77,良
2020-01-20,31,10,27,2,18,0.3,62,31,优
2020-01-21,60,43,56,7,43,0.9,44,51,良
2020-01-22,89,66,70,8,52,1.1,42,,良
2020-01-23,77,56,63,6,36,0.9,71,194,良
2020-01-24,102,76,77,6,21,0.7,73,265,轻度污染
2020-01-25,193,145,161,10,33,1.0,69,246,中度污染
2020-01-26,202,152,147,11,38,1.7,75,287,重度污染
2020-01-27,208,158,137,10,37,1.8,81,315,重度污染
2020-01-28,221,171,147,13,40,2.1,109,297,重度污染
2020-01-29,94,70,51,7,27,1.0,81,319,良
2020-01-30,64,46,48,5,27,0.8,81,172,良
2020-01-31,62,44,47,4,27,0.8,80,160,良
