time_point,aqi,pm2_5,pm10,so2,no2,co,o3,rank,quality
2021-11-01,82,60,73,3,48,0.9,28,284,良
2021-11-02,92,68,76,2,51,0.8,20,257,良
2021-11-03,125,95,86,2,50,0.8,32,264,轻度污染
2021-11-04,165,125,103,2,50,0.9,34,293,中度污染
2021-11-05,193,145,112,2,49,1.1,33,309,中度污染
2021-11-06,107,80,73,3,30,1.0,47,311,轻度污染
2021-11-07,29,3,5,3,6,0.3,58,12,优
2021-11-08,32,4,14,3,8,0.2,63,55,优
2021-11-09,34,4,13,2,9,0.5,67,23,优
2021-11-10,36,4,15,3,12,0.2,71,9,优
2021-11-11,32,5,16,2,13,0.2,63,9,优
2021-11-12,42,14,41,3,33,0.4,53,12,优
2021-11-13,56,20,61,3,33,0.5,60,168,良
2021-11-14,62,22,73,3,37,0.5,44,56,良
2021-11-15,75,34,99,4,35,0.6,40,199,良
2021-11-16,72,52,87,3,43,0.8,30,152,良
2021-11-17,109,82,95,3,53,1.0,28,213,轻度污染
2021-11-18,128,97,96,3,60,1.1,17,261,轻度污染
2021-11-19,37,14,37,3,29,0.5,50,166,优
2021-11-20,59,30,68,2,43,0.7,17,124,良
2021-11-21,91,28,131,2,20,0.5,55,221,良
2021-11-22,29,7,29,2,12,0.2,56,151,优
2021-11-23,53,17,47,3,42,0.5,35,134,良
2021-11-24,65,31,80,3,49,0.7,30,165,良
2021-11-25,69,37,87,3,51,0.8,34,219,良
2021-11-26,53,21,56,2,39,0.5,53,216,良
2021-11-27,79,58,89,3,57,1.0,21,126,良
2021-11-28,137,104,109,4,63,1.2,19,266,轻度污染
2021-11-29,79,58,53,2,32,0.7,36,322,良
2021-11-30,29,4,18,3,9,0.2,57,46,优
