time_point,aqi,pm2_5,pm10,so2,no2,co,o3,rank,quality
2022-08-01,120,38,59,3,15,0.6,181,284,轻度污染
2022-08-02,98,42,63,3,16,0.6,157,326,良
2022-08-03,98,40,59,3,13,0.5,157,322,良
2022-08-04,102,35,55,3,12,0.6,162,261,轻度污染
2022-08-05,108,17,28,3,12,0.5,168,127,轻度污染
2022-08-06,70,21,37,3,17,0.6,123,197,良
2022-08-07,81,27,38,3,13,0.6,137,251,良
2022-08-08,33,8,16,3,14,0.4,66,140,优
2022-08-09,40,8,17,3,13,0.4,80,106,优
2022-08-10,82,11,24,3,14,0.4,138,136,良
2022-08-11,98,19,38,3,14,0.5,157,193,良
2022-08-12,100,36,60,3,13,0.6,160,226,良
2022-08-13,110,46,65,3,15,0.8,170,299,轻度污染
2022-08-14,40,28,39,3,13,1.0,71,301,优
2022-08-15,41,8,13,3,13,0.5,82,171,优
2022-08-16,69,6,15,3,14,0.4,122,,良
2022-08-17,86,28,51,3,15,0.6,143,197,良
2022-08-18,47,30,41,3,14,0.6,93,307,优
2022-08-19,39,9,14,3,13,0.4,78,242,优
2022-08-20,79,11,27,3,17,0.4,134,20,良
2022-08-21,92,28,53,3,15,0.5,150,246,良
2022-08-22,52,11,15,3,10,0.3,102,300,良
2022-08-23,26,4,11,3,15,0.2,52,12,优
2022-08-24,63,8,23,3,16,0.3,115,7,良
2022-08-25,40,9,24,3,17,0.3,79,220,优
2022-08-26,30,6,21,3,17,0.2,60,144,优
2022-08-27,35,5,19,3,17,0.2,69,50,优
2022-08-28,38,14,38,3,25,0.3,58,219,优
2022-08-29,41,19,31,3,14,0.4,82,183,优
2022-08-30,77,21,36,3,19,0.4,132,275,良
2022-08-31,47,5,12,3,19,0.3,93,6,优
