time_point,aqi,pm2_5,pm10,so2,no2,co,o3,rank,quality
2022-12-01,34,12,34,2,14,0.2,51,123,优
2022-12-02,61,37,71,3,41,0.6,20,187,良
2022-12-03,32,11,27,2,14,0.2,63,242,优
2022-12-04,33,15,33,2,26,0.3,45,8,优
2022-12-05,46,22,46,3,31,0.4,51,200,优
2022-12-06,52,26,54,3,38,0.5,43,155,良
2022-12-07,48,21,45,3,38,0.4,42,118,优
2022-12-08,47,23,47,2,36,0.5,53,125,优
2022-12-09,63,44,76,3,44,0.5,37,113,良
2022-12-10,34,6,17,2,8,0.2,68,205,优
2022-12-11,30,11,25,2,22,0.3,59,3,优
2022-12-12,500,144,665,3,16,0.3,66,136,严重污染
2022-12-13,78,17,105,2,3,0.2,64,328,良
2022-12-14,57,18,63,2,27,0.3,39,81,良
2022-12-15,37,11,37,2,14,0.2,56,115,优
2022-12-16,29,7,25,2,9,0.2,57,8,优
2022-12-17,30,6,30,2,4,0.1,60,150,优
2022-12-18,41,14,41,2,25,0.3,44,37,优
2022-12-19,50,21,50,2,38,0.4,43,127,优
2022-12-20,58,30,66,3,41,0.5,35,86,良
2022-12-21,28,8,28,2,9,0.2,56,54,优
2022-12-22,30,5,15,2,4,0.2,60,33,优
2022-12-23,30,8,19,2,14,0.2,59,3,优
2022-12-24,30,15,28,2,22,0.3,59,9,优
2022-12-25,44,24,41,3,35,0.5,46,66,优
2022-12-26,50,24,50,3,31,0.4,50,108,优
2022-12-27,31,10,26,2,14,0.2,62,92,优
2022-12-28,36,16,36,3,27,0.3,49,39,优
2022-12-29,30,9,21,2,18,0.3,59,48,优
2022-12-30,48,20,41,3,38,0.5,37,57,优
2022-12-31,47,24,47,3,37,0.5,43,102,优
