time_point,aqi,pm2_5,pm10,so2,no2,co,o3,rank,quality
2018-02-01,68,30,85,10,36,0.7,64,64,良
2018-02-02,34,8,30,5,11,0.3,68,13,优
2018-02-03,32,8,21,5,20,0.4,64,7,优
2018-02-04,40,19,36,8,32,0.5,55,17,优
2018-02-05,34,7,18,3,15,0.3,67,11,优
2018-02-06,65,47,61,13,51,0.9,43,144,良
2018-02-07,51,33,52,8,31,0.6,76,28,良
2018-02-08,73,53,76,12,53,0.9,49,106,良
2018-02-09,80,40,109,8,32,0.7,74,158,良
2018-02-10,44,10,44,3,12,0.3,74,59,优
2018-02-11,67,9,84,2,6,0.3,73,131,良
2018-02-12,53,12,56,4,15,0.4,73,60,良
2018-02-13,79,58,79,13,57,1.1,50,180,良
2018-02-14,37,13,33,3,18,0.4,74,14,优
2018-02-15,73,53,66,10,22,0.5,80,130,良
2018-02-16,107,80,101,14,24,0.6,85,136,轻度污染
2018-02-17,109,82,92,10,35,1.3,49,216,轻度污染
2018-02-18,152,116,109,14,46,1.7,80,302,中度污染
2018-02-19,188,141,131,24,42,2.0,69,320,中度污染
2018-02-20,63,45,42,6,21,0.7,85,178,良
2018-02-21,48,33,43,6,26,0.6,81,106,优
2018-02-22,45,18,45,6,29,0.5,77,106,优
2018-02-23,52,23,54,6,29,0.6,79,123,良
2018-02-24,62,30,74,10,21,0.6,65,194,良
2018-02-25,82,60,71,10,43,0.8,66,228,良
2018-02-26,162,123,121,21,69,1.5,86,311,中度污染
2018-02-27,218,168,170,12,51,1.8,66,323,重度污染
2018-02-28,115,87,116,9,34,1.0,74,269,轻度污染
