time_point,aqi,pm2_5,pm10,so2,no2,co,o3,rank,quality
2019-07-01,67,10,30,2,25,0.3,120,59,良
2019-07-02,110,24,62,2,34,0.6,170,311,轻度污染
2019-07-03,119,21,38,3,28,0.5,180,147,轻度污染
2019-07-04,173,30,72,4,39,0.6,238,228,中度污染
2019-07-05,60,27,49,2,34,0.6,112,278,良
2019-07-06,33,7,14,3,16,0.3,66,145,优
2019-07-07,64,13,21,2,17,0.4,116,8,良
2019-07-08,100,25,34,2,25,0.5,159,119,良
2019-07-09,50,29,49,2,40,0.6,98,269,优
2019-07-10,90,44,47,3,25,0.8,147,302,良
2019-07-11,96,28,39,2,23,0.5,155,257,良
2019-07-12,144,25,48,2,25,0.5,208,207,轻度污染
2019-07-13,151,55,77,3,29,0.9,216,302,中度污染
2019-07-14,117,15,31,2,17,0.5,178,300,轻度污染
2019-07-15,162,53,68,3,25,0.8,227,262,中度污染
2019-07-16,101,37,51,3,28,0.8,161,242,轻度污染
2019-07-17,72,52,42,3,29,0.8,69,178,良
2019-07-18,130,67,64,2,25,0.9,192,286,轻度污染
2019-07-19,77,56,61,2,31,0.9,110,323,良
2019-07-20,80,59,59,2,32,0.8,70,298,良
2019-07-21,146,64,69,2,27,0.8,210,321,轻度污染
2019-07-22,104,78,99,2,45,1.1,111,296,轻度污染
2019-07-23,105,24,28,2,17,0.6,165,255,轻度污染
2019-07-24,109,33,55,3,30,0.7,169,220,轻度污染
2019-07-25,130,24,52,3,31,0.5,192,213,轻度污染
2019-07-26,167,40,70,2,24,0.7,232,135,中度污染
2019-07-27,167,83,86,3,27,0.9,232,319,中度污染
2019-07-28,113,55,59,3,16,0.8,174,290,轻度污染
2019-07-29,43,14,13,3,22,0.5,86,72,优
2019-07-30,114,27,33,3,20,0.6,175,197,轻度污染
2019-07-31,142,22,43,3,27,0.7,206,171,轻度污染
