time_point,aqi,pm2_5,pm10,so2,no2,co,o3,rank,quality
2018-06-01,114,25,62,3,44,0.4,175,46,轻度污染
2018-06-02,178,45,97,8,47,0.7,243,69,中度污染
2018-06-03,81,49,112,4,37,0.6,115,28,良
2018-06-04,93,27,82,3,37,0.4,151,46,良
2018-06-05,147,35,106,6,39,0.5,211,68,轻度污染
2018-06-06,158,45,130,8,41,0.7,223,59,中度污染
2018-06-07,84,19,51,3,22,0.4,140,39,良
2018-06-08,80,14,42,2,30,0.4,135,43,良
2018-06-09,49,20,37,2,26,0.5,97,24,优
2018-06-10,95,31,31,2,21,0.6,153,56,良
2018-06-11,89,58,58,2,28,0.8,146,22,良
2018-06-12,125,77,75,3,39,0.9,187,47,轻度污染
2018-06-13,59,42,41,3,30,0.8,93,23,良
2018-06-14,111,23,37,3,33,0.6,172,46,轻度污染
2018-06-15,120,72,63,5,26,1.3,181,64,轻度污染
2018-06-16,126,73,75,3,26,0.9,188,58,轻度污染
2018-06-17,87,41,43,2,25,0.7,144,51,良
2018-06-18,131,72,71,3,31,0.8,194,71,轻度污染
2018-06-19,104,47,65,4,25,0.9,164,65,轻度污染
2018-06-20,86,35,45,3,30,0.6,143,54,良
2018-06-21,142,24,56,6,33,0.7,206,67,轻度污染
2018-06-22,89,55,82,6,46,1.0,146,53,良
2018-06-23,190,50,76,4,29,0.7,255,72,中度污染
2018-06-24,164,48,83,4,28,0.7,229,69,中度污染
2018-06-25,111,73,104,5,38,1.0,172,357,轻度污染
2018-06-26,144,110,95,4,32,1.5,202,359,轻度污染
2018-06-27,44,24,43,3,32,0.4,87,133,优
2018-06-28,59,8,22,3,23,0.3,110,199,良
2018-06-29,95,16,50,2,40,0.4,153,261,良
2018-06-30,165,29,67,5,31,0.8,230,360,中度污染
