time_point,aqi,pm2_5,pm10,so2,no2,co,o3,rank,quality
2022-10-01,94,70,118,2,35,0.8,112,313,良
2022-10-02,34,14,20,3,12,0.4,67,326,优
2022-10-03,23,6,10,3,10,0.3,45,25,优
2022-10-04,31,3,11,3,11,0.1,61,57,优
2022-10-05,29,9,24,3,19,0.2,58,189,优
2022-10-06,46,21,46,2,25,0.3,66,262,优
2022-10-07,70,51,87,2,31,0.6,82,277,良
2022-10-08,84,62,93,2,28,0.6,24,331,良
2022-10-09,33,2,8,3,6,0.1,66,48,优
2022-10-10,34,4,13,3,13,0.2,68,78,优
2022-10-11,36,14,36,2,28,0.3,63,91,优
2022-10-12,71,50,92,3,47,0.6,65,241,良
2022-10-13,115,87,135,3,51,0.7,84,322,轻度污染
2022-10-14,142,108,161,3,51,0.8,118,327,轻度污染
2022-10-15,142,108,156,3,38,0.8,142,327,轻度污染
2022-10-16,29,4,12,3,8,0.1,57,308,优
2022-10-17,27,3,13,2,12,0.2,53,5,优
2022-10-18,32,10,31,2,25,0.3,59,46,优
2022-10-19,63,39,76,3,40,0.5,61,125,良
2022-10-20,105,79,128,3,52,0.7,56,315,轻度污染
2022-10-21,128,97,145,3,43,0.7,120,332,轻度污染
2022-10-22,39,19,39,2,16,0.2,67,327,优
2022-10-23,31,8,25,2,24,0.3,62,27,优
2022-10-24,58,29,66,3,35,0.6,72,87,良
2022-10-25,120,91,144,4,47,0.9,95,235,轻度污染
2022-10-26,129,98,141,3,38,0.7,64,337,轻度污染
2022-10-27,25,8,22,2,20,0.3,43,1,优
2022-10-28,57,21,63,3,37,0.5,22,208,良
2022-10-29,66,38,82,2,40,0.6,31,259,良
2022-10-30,97,72,110,2,42,0.6,35,238,良
2022-10-31,37,21,37,2,19,0.3,59,316,优
