time_point,aqi,pm2_5,pm10,so2,no2,co,o3,rank,quality
2021-01-01,58,29,65,6,45,0.7,28,153,良
2021-01-02,64,46,72,5,42,1.1,30,183,良
2021-01-03,42,15,33,4,33,0.5,42,6,优
2021-01-04,36,14,36,3,22,0.4,65,56,优
2021-01-05,30,12,30,3,21,0.4,54,7,优
2021-01-06,63,11,76,3,6,0.2,59,87,良
2021-01-07,30,8,27,3,9,0.3,59,17,优
2021-01-08,31,8,29,3,12,0.2,62,30,优
2021-01-09,38,10,38,3,15,0.3,61,8,优
2021-01-10,33,8,24,3,15,0.3,65,26,优
2021-01-11,58,20,65,4,21,0.4,63,43,良
2021-01-12,100,0,0,5,48,0.8,30,120,良
2021-01-13,146,0,0,3,31,0.5,70,257,轻度污染
2021-01-14,81,0,0,5,35,1.0,37,267,良
2021-01-15,97,0,0,3,16,0.5,70,128,良
2021-01-16,34,9,31,3,11,0.3,67,3,优
2021-01-17,53,17,56,3,24,0.4,52,30,良
2021-01-18,62,19,73,3,26,0.4,56,81,良
2021-01-19,46,26,46,3,24,0.6,44,88,优
2021-01-20,73,53,67,4,38,0.8,40,95,良
2021-01-21,105,79,97,5,52,1.2,34,159,轻度污染
2021-01-22,113,85,109,8,54,1.4,38,184,轻度污染
2021-01-23,115,87,93,4,51,1.3,41,198,轻度污染
2021-01-24,139,106,105,4,53,1.3,39,175,轻度污染
2021-01-25,176,133,106,3,59,1.5,17,265,中度污染
2021-01-26,105,79,78,3,40,1.0,61,289,轻度污染
2021-01-27,55,27,60,5,32,0.7,55,116,良
2021-01-28,51,7,51,2,9,0.3,72,40,良
2021-01-29,53,21,55,4,35,0.6,42,71,良
2021-01-30,68,41,86,5,47,0.9,32,115,良
2021-01-31,89,66,83,4,34,1.1,40,125,良
